"Original_Applicant","Cited_Applicant","weight","distance"
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Dalton Patrick Enterprises, Inc.",7,0.142857142857143
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Davies, Kenneth",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Davis, Mark Charles",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","de Sylva, Robert Francis",14,0.0714285714285714
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","DEPP MARK",8,0.125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","DEVINNEY EDWARD J.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Di Mambro, Germano",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Dialogic Corporation",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Digimarc Corporation",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Digital Persona, Inc.",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Dlab, Daniel",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Doi, Miwako",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Dorai, Chitra",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","DOYLE RONALD P.",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Drizin, Wayne",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Durst, Robert",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Edenson, Roy I.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Enokida, Masuo",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Ettorre, Donato",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Evans, Bruce W.",20,0.05
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Ezaki, Tadashi",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Fernandez, Frank E.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","FIELDS SETH W.",11,0.0909090909090909
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Fields, Seth W",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Fields, Seth W.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","FINEBURG HERBERT RONALD",5,0.2
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","First Data Corporation",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","FLIDERMAN, SANDY",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Fromm, Laurence J.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","FUJII KOJI",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Fujimoto, Jun-ichiroh",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","FUJITSU LTD",18,0.0555555555555556
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","FusionArc, Inc. A Delaware Corporation",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","GAINSBORO JAY L.",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","GARRITY JOHN",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Gennaro, Rosario",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Gill, John T.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","GOLDEN BRUCE L.",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","GOTFRIED BENJAMIN",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","GOTFRIED BRADLEY L.",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","GOULD CRAIG",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","GRAY WILLIAM J.",11,0.0909090909090909
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Gray, William J",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Gray, William J.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Grosvenor Leisure Incorporated",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Gupta, Neeraj",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","GUPTA, NEERAJ",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Haala, Catherine A.",38,0.0263157894736842
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Halevi, Shai",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hannigan, Brett T.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hanson, Cynthia",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hasegawa, Kyoichiro",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hassan, Hawa S.",13,0.0769230769230769
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hassan; Hawa S.",13,0.0769230769230769
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","HATANO TAKAHIRO",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Heaven, John",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hewel, Karl-Harald",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hewton, Alfred",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Higuchi, Teruyuki",7,0.142857142857143
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","HIND JOHN R.",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hitachi, Ltd.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hoehn-Saric, Rudolph Christopher",17,0.0588235294117647
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hoffman, Louis J.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hoffman, Ned",186,0.00537634408602151
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hoffman; Louis J.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hoffman; Ned",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","HOFI EYAL",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hofi, Eyal",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hoshino, Satoshi",20,0.05
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Houvener, Robert C.",12,0.0833333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","HOWE BARRY",8,0.125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hsu, Shi-Ping",20,0.05
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","HUEMPFNER, BRIAN",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","HUEY CHRISTOPHER A.",11,0.0909090909090909
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","HUMPHREYS MATTHEW",8,0.125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Hunt, Cliff",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","IDENTITY VALIDATION PRODUCTS, LLC",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Iga, Akira",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","III Holdings 1, LLC",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","IKEDA NAMIKO",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Image Data, LLC",12,0.0833333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","ImageWare Systems, Inc.",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Imura, Shigeru",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Indivos Corporation",78,0.0128205128205128
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Infineon Technologies AG",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Infosys Technologies Ltd.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","International Business Machines Corporation",59,0.0169491525423729
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Iridian Technologies, Inc.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Itsumi, Kazuhiro",17,0.0588235294117647
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","ITT Corporation",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Ittycheriah, Abraham Poovakunnel",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","IVI Holdings Ltd.",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","IVI Smart Technologies, Inc.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","JANIAK MARTIN J.",16,0.0625
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","JASPER CONSULTING, INC.",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Junqua, Jean-Claude",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","K. SEIFERT MARK",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kabushiki Kaisha Toshiba",20,0.05
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kail, Kevin J.",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kail, Richard L.",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kanevsky, Dimitri",8,0.125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kausik, Balas Natarajan",8,0.125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kepler, Ltd.",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","KEYSER CHRIS",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","KIM YOUNG WAN",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","KING JEFF",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kinsella, David J.",8,0.125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kitchens, Jack C.",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kocher, Robert William",9,0.111111111111111
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kondo, Kenji",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Koninklijke Philips Electronics N.V.",5,0.2
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","KRUEGER GREG",8,0.125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kuhns, Roger J.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Kuhns; Roger J.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","KYURAGI HAKARU",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lane, William F.",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lapsley, Philip D.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lapsley, Philip Dean",48,0.0208333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","LARKIN CARL",11,0.0909090909090909
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Larkin, Carl",23,0.0434782608695652
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Laser Card, LLC",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lau, Johann Herbert",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lauden, Gary A.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lauper, Eric",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","LEE KI DEAK",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lee, Jonathan Alexander",198,0.00505050505050505
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lee; Jonathan Alexander",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lemelson, Jerome H.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lemelson; Jerome H.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lenovo (Singapore) Pte. Ltd.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","LEVY JARED",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","LEWIS SHAWN MICHAEL",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lewis, William H.",10,0.1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lewis; William H.",10,0.1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Leyva, Marcel",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Licciardi, Luigi",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Ling, James M.",20,0.05
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","LIPIN DAVID",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Liska Biometry Inc.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","LJUBICICH PHILIP A.",11,0.0909090909090909
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Ludtke, Harold Aaron",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Lund, George K.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MACHIDA KATSUYUKI",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Machida, Akihiro",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Madsen, Daniel Larry",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Maes, Stephane",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Maes, Stephane Herman",32,0.03125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MAMMONE RICHARD J.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Marcus, Samuel D. Y.",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MARGOSIAN CHUCK",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Maritzen, L. Michael",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Marshall, Vernon",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MATSUDA KAZUHISA",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Matyas, Jr., Stephen Michael",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","McGregor, Christopher M.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","McGregor, Gregory M.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","McGregor, Travis M.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","McIntosh, Jonathan P.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Meadows, II, Dexter L.",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Meadows, II; Dexter L.",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Medtronic, Inc.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Messenger, Arthur F.",20,0.05
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MEYERS JOHN VANCE",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MICHALKO ROBERT",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MILLER JOHN S.",11,0.0909090909090909
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Miller, Joel F.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Miller, Jr., S. James",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Miller; Joel F.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Miyachi, Tatsuo",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Mollett, Cassandra",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MONTGOMERY JOSHUA L.",11,0.0909090909090909
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Montgomery, Joshua L",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Montgomery, Joshua L.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Moona, Rajat",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Morganstein, Sanford J.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MORIMURA HIROKI",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Mosher, Jr., Walter W.",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Motorola, Inc.",20,0.05
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Murakami, Rick V.",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MURASHITA KIMITAKA",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Murashita, Kimitaka",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","MURPHY KEVIN SJ",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Musgrave, Clyde",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Musicrypt, Inc.",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nagayama, Keichi",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nakamura, Akihiko",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","NAKANISHI MAMORU",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","NAKAYAMA KEISUKE",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nanavati, Rajkumar",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nanavati, Samir H.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Narayanaswami, Chandrasekhar",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Naruse, Yujiro",17,0.0588235294117647
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nathans, Robert L.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nathans; Robert L.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","NCR Corporation",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","NEC Co.",29,0.0344827586206897
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nerlikar, Madhu",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Newman, Jeremy M.",16,0.0625
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nguyen, Christopher L.",17,0.0588235294117647
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nichols, Timothy J.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nolan, Marc Edward",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","NOONAN WILLIAM J.",9,0.111111111111111
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Noronha, Sunil J.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Novack, Brian M.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Nunes, Sharon Louise",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Obata, Shigeki",17,0.0588235294117647
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Ochopee Big Cypress LLC",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","ODA TOSHIAKI",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","ODAGAWA AKIHIRO",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","OGAWA ATSUSHI",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","OMRON Corporation",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","OOKA YASUO",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","OSHIMA TOSHIKI",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Paladin Electronic Services, Inc.",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pankanti, Sharathchandra",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pare, Jr., David Ferrin",191,0.00523560209424084
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pare, Jr., David Ferrrin",7,0.142857142857143
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pare, Jr.; David Ferrin",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pascal Brandys",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pate, Lance D.",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pay By Touch Checking Resources, Inc.",5,0.2
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Paypal, Inc.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pen-One Inc",27,0.037037037037037
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pen-One, Inc",32,0.03125
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pen-One, Inc.",15,0.0666666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","PenOp Limited",16,0.0625
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Penuela, Oswaldo",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","PETERS MARCIA L.",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pettit, Matthew W.",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Peyravian, Mohammad",6,0.166666666666667
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","PGN-ONE Inc.",4,0.25
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Piotrowski, Tony E.",5,0.2
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Porticus, Inc.",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pouratian, Allen J.",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pouratian; Allen J.",19,0.0526315789473684
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Pratt, Leonard",3,0.333333333333333
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Precise Biometrics AB",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Precision Dynamics Corporation",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Price-Francis, Stephen",21,0.0476190476190476
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","PROROCK THOMAS JOSEPH",9,0.111111111111111
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Quid Technologies LLC",9,0.111111111111111
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Rabbini, Alessandro",1,1
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Rabin, Tal",2,0.5
"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.","Ratha, Nalini K.",1,1
